,country_region,continent,population,date,month,day,confirmed,deaths,death / 100.000 hab,recovered,active,new cases,new deaths
43743,Mexico,North America,129066160.0,2020-07-07,7,7,268008,32014,24.80433290957134,209437,26557,6258,895
43786,Spain,Europe,46756648.0,2020-07-07,7,7,252130,28392,60.72291580867815,150376,73362,341,4
43854,Argentina,South America,45236884.0,2020-07-08,7,8,87030,1694,3.744731843157013,36502,48834,3604,50
43895,Chile,South America,19132514.0,2020-07-08,7,8,303083,6573,34.35512970224404,271741,24769,2064,139
43943,Ecuador,South America,17668824.0,2020-07-08,7,8,63245,4873,27.579651028274437,29071,29301,0,0
44004,Mexico,North America,129066160.0,2020-07-08,7,8,275003,32796,25.41022371782038,214316,27891,6995,782
44047,Spain,Europe,46756648.0,2020-07-08,7,8,252513,28396,60.73147074187183,150376,73741,383,4
44115,Argentina,South America,45236884.0,2020-07-09,7,9,90693,1720,3.802207066251513,38313,50660,3663,26
44156,Chile,South America,19132514.0,2020-07-09,7,9,306216,6682,34.92484050972078,274922,24612,3133,109
44204,Ecuador,South America,17668824.0,2020-07-09,7,9,64221,4900,27.732462556647796,29184,30137,976,27
44265,Mexico,North America,129066160.0,2020-07-09,7,9,282283,33526,25.975825111710147,219628,29129,7280,730
44308,Spain,Europe,46756648.0,2020-07-09,7,9,253056,28401,60.74216440836392,150376,74279,543,5
44376,Argentina,South America,45236884.0,2020-07-10,7,10,94060,1774,3.9215786834477813,38984,53302,3367,54
44417,Chile,South America,19132514.0,2020-07-10,7,10,309274,6781,35.44228427064002,278053,24440,3058,99
44465,Ecuador,South America,17668824.0,2020-07-10,7,10,65018,4939,27.953190319853775,29577,30502,797,39
44526,Mexico,North America,129066160.0,2020-07-10,7,10,289174,34191,26.491064737650827,225356,29627,6891,665
44569,Spain,Europe,46756648.0,2020-07-10,7,10,253908,28403,60.74644187496075,150376,75129,852,2
44637,Argentina,South America,45236884.0,2020-07-11,7,11,97509,1810,4.001159761578627,41408,54291,3449,36
44678,Chile,South America,19132514.0,2020-07-11,7,11,312029,6881,35.96495473621501,281114,24034,2755,100
44726,Ecuador,South America,17668824.0,2020-07-11,7,11,67209,5031,28.47388145357042,30107,32071,2191,92
44787,Mexico,North America,129066160.0,2020-07-11,7,11,295268,34730,26.908680013413274,229856,30682,6094,539
44830,Spain,Europe,46756648.0,2020-07-11,7,11,253908,28403,60.74644187496075,150376,75129,0,0
44898,Argentina,South America,45236884.0,2020-07-12,7,12,100166,1845,4.0785302542058375,42694,55627,2657,35
44939,Chile,South America,19132514.0,2020-07-12,7,12,315041,6979,36.4771717924785,283902,24160,3012,98
44987,Ecuador,South America,17668824.0,2020-07-12,7,12,67870,5047,28.564436433347236,30283,32540,661,16
45048,Mexico,North America,129066160.0,2020-07-12,7,12,299750,35006,27.12252382808941,234905,29839,4482,276
45091,Spain,Europe,46756648.0,2020-07-12,7,12,253908,28403,60.74644187496075,150376,75129,0,0
45159,Argentina,South America,45236884.0,2020-07-13,7,13,103265,1903,4.206744213416645,44173,57189,3099,58
45200,Chile,South America,19132514.0,2020-07-13,7,13,317657,7024,36.712373501987244,286556,24077,2616,45
45248,Ecuador,South America,17668824.0,2020-07-13,7,13,68459,5063,28.65499141312404,30369,33027,589,16
45309,Mexico,North America,129066160.0,2020-07-13,7,13,304435,35491,27.49830009663261,240101,28843,4685,485
45352,Spain,Europe,46756648.0,2020-07-13,7,13,255953,28406,60.752858074856015,150376,77171,2045,3
45420,Argentina,South America,45236884.0,2020-07-14,7,14,106910,1968,4.3504322711528935,45467,59475,3645,65
45461,Chile,South America,19132514.0,2020-07-14,7,14,319493,7069,36.94757521149599,289220,23204,1836,45
45509,Ecuador,South America,17668824.0,2020-07-14,7,14,69570,5130,29.034190390939433,30484,33956,1111,67
45570,Mexico,North America,129066160.0,2020-07-14,7,14,311486,36327,28.146029912100893,245830,29329,7051,836
45613,Spain,Europe,46756648.0,2020-07-14,7,14,256619,28409,60.759274274751256,150376,77834,666,3
45681,Argentina,South America,45236884.0,2020-07-15,7,15,111146,2050,4.531700282450931,47298,61798,4236,82
45722,Chile,South America,19132514.0,2020-07-15,7,15,321205,7186,37.55909965621873,292085,21934,1712,117
45770,Ecuador,South America,17668824.0,2020-07-15,7,15,70329,5158,29.19266160554885,30641,34530,759,28
45831,Mexico,North America,129066160.0,2020-07-15,7,15,317635,36906,28.59463704506278,252368,28361,6149,579
45874,Spain,Europe,46756648.0,2020-07-15,7,15,257494,28413,60.767829207944935,150376,78705,875,4
45942,Argentina,South America,45236884.0,2020-07-16,7,16,114783,2112,4.668756583676276,49120,63551,3637,62
45983,Chile,South America,19132514.0,2020-07-16,7,16,323698,7290,38.10267694041672,295301,21107,2493,104
46031,Ecuador,South America,17668824.0,2020-07-16,7,16,71365,5207,29.469986231115325,31260,34898,1036,49
46092,Mexico,North America,129066160.0,2020-07-16,7,16,324041,37574,29.112201060293415,257681,28786,6406,668
46135,Spain,Europe,46756648.0,2020-07-16,7,16,258855,28416,60.77424540784018,150376,80063,1361,3
46203,Argentina,South America,45236884.0,2020-07-17,7,17,119301,2178,4.81465522691616,49780,67343,4518,66
46244,Chile,South America,19132514.0,2020-07-17,7,17,326439,8347,43.627303761544354,296814,21278,2741,1057
46292,Ecuador,South America,17668824.0,2020-07-17,7,17,72444,5250,29.7133527392655,31404,35790,1079,43
46353,Mexico,North America,129066160.0,2020-07-17,7,17,331298,38310,29.682451232763107,264202,28786,7257,736
46396,Spain,Europe,46756648.0,2020-07-17,7,17,260255,28420,60.782800341033855,150376,81459,1400,4
46464,Argentina,South America,45236884.0,2020-07-18,7,18,122524,2220,4.907499818068813,52607,67697,3223,42
46505,Chile,South America,19132514.0,2020-07-18,7,18,328846,8445,44.13952081780784,299449,20952,2407,98
46553,Ecuador,South America,17668824.0,2020-07-18,7,18,73382,5282,29.89446269881912,31757,36343,938,32
46614,Mexico,North America,129066160.0,2020-07-18,7,18,338913,38888,30.130283569295006,271239,28786,7615,578
46657,Spain,Europe,46756648.0,2020-07-18,7,18,260255,28420,60.782800341033855,150376,81459,0,0
46725,Argentina,South America,45236884.0,2020-07-19,7,19,126755,2260,4.995923238214197,54105,70390,4231,40
46766,Chile,South America,19132514.0,2020-07-19,7,19,330930,8503,44.44266968784134,301794,20633,2084,58
46814,Ecuador,South America,17668824.0,2020-07-19,7,19,74013,5313,30.069912972136688,31901,36799,631,31
46875,Mexico,North America,129066160.0,2020-07-19,7,19,344224,39184,30.359623312570857,254941,50099,5311,296
46918,Spain,Europe,46756648.0,2020-07-19,7,19,260255,28420,60.782800341033855,150376,81459,0,0
46986,Argentina,South America,45236884.0,2020-07-20,7,20,130774,2373,5.245719400124907,55913,72488,4019,113
47027,Chile,South America,19132514.0,2020-07-20,7,20,333029,8633,45.12214129308882,303992,20404,2099,130
47075,Ecuador,South America,17668824.0,2020-07-20,7,20,74620,5318,30.098211403316938,31955,37347,607,5
47136,Mexico,North America,129066160.0,2020-07-20,7,20,349396,39485,30.592837037996635,263091,46820,5172,301
47179,Spain,Europe,46756648.0,2020-07-20,7,20,264836,28422,60.78707780763069,150376,86038,4581,2
47247,Argentina,South America,45236884.0,2020-07-21,7,21,136118,2490,5.504357904050155,58598,75030,5344,117
47288,Chile,South America,19132514.0,2020-07-21,7,21,334683,8677,45.35211629794182,306816,19190,1654,44
47336,Ecuador,South America,17668824.0,2020-07-21,7,21,76217,5366,30.369876342647366,32725,38126,1597,48
47397,Mexico,North America,129066160.0,2020-07-21,7,21,356255,40400,31.30177577143381,267407,48448,6859,915
47440,Spain,Europe,46756648.0,2020-07-21,7,21,266194,28424,60.791355274227534,150376,87394,1358,2
47508,Argentina,South America,45236884.0,2020-07-22,7,22,141900,2588,5.720995283406346,60531,78781,5782,98
47549,Chile,South America,19132514.0,2020-07-22,7,22,336402,8722,45.58731800745056,309241,18439,1719,45
47597,Ecuador,South America,17668824.0,2020-07-22,7,22,77257,5418,30.664180026921994,33125,38714,1040,52
47658,Mexico,North America,129066160.0,2020-07-22,7,22,362274,41190,31.91386495112274,270147,50937,6019,790
47701,Spain,Europe,46756648.0,2020-07-22,7,22,267551,28426,60.79563274082436,150376,88749,1357,2
47769,Argentina,South America,45236884.0,2020-07-23,7,23,148027,2702,5.97300203082069,62815,82510,6127,114
47810,Chile,South America,19132514.0,2020-07-23,7,23,338759,8838,46.19361574751755,311431,18490,2357,116
47858,Ecuador,South America,17668824.0,2020-07-23,7,23,78148,5439,30.78303343787906,33455,39254,891,21
47919,Mexico,North America,129066160.0,2020-07-23,7,23,370712,41908,32.47016878785268,275454,53350,8438,718
47962,Spain,Europe,46756648.0,2020-07-23,7,23,270166,28429,60.80204894071962,150376,91361,2615,3
48030,Argentina,South America,45236884.0,2020-07-24,7,24,153520,2807,6.205113508702324,65447,85266,5493,105
48071,Chile,South America,19132514.0,2020-07-24,7,24,341304,8914,46.59084530135454,313696,18694,2545,76
48119,Ecuador,South America,17668824.0,2020-07-24,7,24,79049,5468,30.947164338724523,34544,39037,901,29
48180,Mexico,North America,129066160.0,2020-07-24,7,24,378285,42645,33.04119375675235,283382,52258,7573,737
48223,Spain,Europe,46756648.0,2020-07-24,7,24,272421,28432,60.80846514061487,150376,93613,2255,3
48291,Argentina,South America,45236884.0,2020-07-25,7,25,158334,2893,6.395223862014899,68022,87419,4814,86
48332,Chile,South America,19132514.0,2020-07-25,7,25,343592,9020,47.14487599486403,316169,18403,2288,106
48380,Ecuador,South America,17668824.0,2020-07-25,7,25,80036,5507,31.167892101930494,34544,39985,987,39
48441,Mexico,North America,129066160.0,2020-07-25,7,25,385036,42645,33.04119375675235,288819,53572,6751,0
48484,Spain,Europe,46756648.0,2020-07-25,7,25,272421,28432,60.80846514061487,150376,93613,0,0
48552,Argentina,South America,45236884.0,2020-07-26,7,26,162526,2939,6.4969107951820915,70518,89069,4192,46
48593,Chile,South America,19132514.0,2020-07-26,7,26,345790,9112,47.62573282319302,318095,18583,2198,92
48641,Ecuador,South America,17668824.0,2020-07-26,7,26,80694,5515,31.2131695918189,34896,40283,658,8
48702,Mexico,North America,129066160.0,2020-07-26,7,26,390516,43680,33.843108061787845,295222,51614,5480,1035
48745,Spain,Europe,46756648.0,2020-07-26,7,26,272421,28432,60.80846514061487,150376,93613,0,0
48813,Argentina,South America,45236884.0,2020-07-27,7,27,167416,3059,6.762181055618243,72575,91782,4890,120
48854,Chile,South America,19132514.0,2020-07-27,7,27,347923,9187,48.017735672374265,319954,18782,2133,75
48902,Ecuador,South America,17668824.0,2020-07-27,7,27,81161,5532,31.309384257831763,34896,40733,467,17
48963,Mexico,North America,129066160.0,2020-07-27,7,27,395489,44022,34.10808844084305,303810,47657,4973,342
49006,Spain,Europe,46756648.0,2020-07-27,7,27,272421,28432,60.80846514061487,150376,93613,0,0
